x1;x2;x3;y1;y2
15,00010000;15,00010000;122,00010000;0,02080000;0,00000000
15,00010000;15,00010000;123,00010000;0,02060000;0,00000000
15,00010000;15,00010000;124,00010000;0,02040000;0,00000000
15,00010000;15,00010000;125,00010000;0,02030000;0,00000000
15,00010000;15,00010000;126,00010000;0,02010000;0,00000000
15,00010000;15,00010000;127,00010000;0,02000000;0,00000000
15,00010000;15,00010000;128,00010000;0,01980000;0,00000000
15,00010000;15,00010000;129,00010000;0,01960000;0,00000000
15,00010000;15,00010000;130,00010000;0,01950000;0,00000000
15,00010000;15,00010000;131,00010000;0,01940000;0,00000000
15,00010000;15,00010000;132,00010000;0,01920000;0,00000000
15,00010000;15,00010000;133,00010000;0,01910000;0,00000000
15,00010000;15,00010000;134,00010000;0,01890000;0,00000000
15,00010000;15,00010000;135,00010000;0,01880000;0,00000000
15,00010000;15,00010000;136,00010000;0,01860000;0,00000000
15,00010000;15,00010000;137,00010000;0,01850000;0,00000000
15,00010000;15,00010000;138,00010000;0,01840000;0,00000000
15,00010000;15,00010000;139,00010000;0,01820000;0,00000000
15,00010000;15,00010000;140,00010000;0,01810000;0,00000000
15,00010000;15,00010000;141,00010000;0,01800000;0,00000000
15,00010000;15,00010000;142,00010000;0,01790000;0,00000000
15,00010000;15,00010000;143,00010000;0,01770000;0,00000000
15,00010000;15,00010000;144,00010000;0,01760000;0,00000000
15,00010000;15,00010000;145,00010000;0,01750000;0,00000000
15,00010000;15,00010000;146,00010000;0,01740000;0,00000000
15,00010000;15,00010000;147,00010000;0,01730000;0,00000000
15,00010000;15,00010000;148,00010000;0,01710000;0,00000000
15,00010000;15,00010000;149,00010000;0,01700000;0,00000000
15,00010000;15,00010000;150,00010000;0,01690000;0,00000000
15,00010000;15,00010000;151,00010000;0,01680000;0,00000000
15,00010000;15,00010000;152,00010000;0,01670000;0,00000000
15,00010000;15,00010000;153,00010000;0,01660000;0,00000000
15,00010000;15,00010000;154,00010000;0,01650000;0,00000000
15,00010000;15,00010000;155,00010000;0,01640000;0,00000000
15,00010000;15,00010000;156,00010000;0,01630000;0,00000000
15,00010000;15,00010000;157,00010000;0,01620000;0,00000000
15,00010000;15,00010000;158,00010000;0,01610000;0,00000000
15,00010000;15,00010000;159,00010000;0,01600000;0,00000000
15,00010000;15,00010000;160,00010000;0,01590000;0,00000000
15,00010000;15,00010000;161,00010000;0,01580000;0,00000000
15,00010000;15,00010000;162,00010000;0,01570000;0,00000000
15,00010000;15,00010000;163,00010000;0,01560000;0,00000000
15,00010000;15,00010000;164,00010000;0,01550000;0,00000000
15,00010000;15,00010000;165,00010000;0,01540000;0,00000000
15,00010000;15,00010000;166,00010000;0,01530000;0,00000000
15,00010000;15,00010000;167,00010000;0,01520000;0,00000000
15,00010000;15,00010000;168,00010000;0,01510000;0,00000000
15,00010000;15,00010000;169,00010000;0,01500000;0,00000000
15,00010000;15,00010000;170,00010000;0,01490000;0,00000000
15,00010000;15,00010000;171,00010000;0,01480000;0,00000000
15,00010000;15,00010000;172,00010000;0,01480000;0,00000000
15,00010000;15,00010000;173,00010000;0,01470000;0,00000000
15,00010000;15,00010000;174,00010000;0,01460000;0,00000000
15,00010000;15,00010000;175,00010000;0,01450000;0,00000000
15,00010000;15,00010000;176,00010000;0,01440000;0,00000000
15,00010000;15,00010000;177,00010000;0,01430000;0,00000000
15,00010000;15,00010000;178,00010000;0,01430000;0,00000000
15,00010000;15,00010000;179,00010000;0,01420000;0,00000000
15,00010000;15,00010000;180,00010000;0,01410000;0,00000000
15,00010000;15,00010000;181,00010000;0,01400000;0,00000000
15,00010000;15,00010000;182,00010000;0,01400000;0,00000000
15,00010000;15,00010000;183,00010000;0,01390000;0,00000000
15,00010000;15,00010000;184,00010000;0,01380000;0,00000000
15,00010000;15,00010000;185,00010000;0,01370000;0,00000000
15,00010000;15,00010000;186,00010000;0,01370000;0,00000000
15,00010000;15,00010000;187,00010000;0,01360000;0,00000000
15,00010000;15,00010000;188,00010000;0,01350000;0,00000000
15,00010000;15,00010000;189,00010000;0,01340000;0,00000000
15,00010000;15,00010000;190,00010000;0,01340000;0,00000000
15,00010000;15,00010000;191,00010000;0,01330000;0,00000000
15,00010000;15,00010000;192,00010000;0,01320000;0,00000000
15,00010000;15,00010000;193,00010000;0,01320000;0,00000000
15,00010000;15,00010000;194,00010000;0,01310000;0,00000000
15,00010000;15,00010000;195,00010000;0,01300000;0,00000000
15,00010000;15,00010000;196,00010000;0,01300000;0,00000000
15,00010000;15,00010000;197,00010000;0,01290000;0,00000000
15,00010000;15,00010000;198,00010000;0,01280000;0,00000000
15,00010000;15,00010000;199,00010000;0,01280000;0,00000000
15,00010000;15,00010000;200,00010000;0,01270000;0,00000000
15,00010000;16,00010000;20,00010000;0,11240000;3,55070000
15,00010000;16,00010000;21,00010000;0,10830000;3,11820000
15,00010000;16,00010000;22,00010000;0,10450000;2,73200000
15,00010000;16,00010000;23,00010000;0,10090000;2,38930000
15,00010000;16,00010000;24,00010000;0,09750000;2,08570000
15,00010000;16,00010000;25,00010000;0,09430000;1,81800000
15,00010000;16,00010000;26,00010000;0,09130000;1,58150000
15,00010000;16,00010000;27,00010000;0,08840000;1,37340000
15,00010000;16,00010000;28,00010000;0,08570000;1,19100000
15,00010000;16,00010000;29,00010000;0,08310000;1,03100000
15,00010000;16,00010000;30,00010000;0,08070000;0,89100000
15,00010000;16,00010000;31,00010000;0,07840000;0,76900000
15,00010000;16,00010000;32,00010000;0,07620000;0,66300000
15,00010000;16,00010000;33,00010000;0,07410000;0,57090000
15,00010000;16,00010000;34,00010000;0,07210000;0,49100000
15,00010000;16,00010000;35,00010000;0,07020000;0,42230000
15,00010000;16,00010000;36,00010000;0,06840000;0,36280000
15,00010000;16,00010000;37,00010000;0,06670000;0,31170000
15,00010000;16,00010000;38,00010000;0,06500000;0,26760000
15,00010000;16,00010000;39,00010000;0,06350000;0,22970000
15,00010000;16,00010000;40,00010000;0,06200000;0,19730000
15,00010000;16,00010000;41,00010000;0,06050000;0,16960000
15,00010000;16,00010000;42,00010000;0,05920000;0,14570000
15,00010000;16,00010000;43,00010000;0,05790000;0,12520000
15,00010000;16,00010000;44,00010000;0,05660000;0,10780000
15,00010000;16,00010000;45,00010000;0,05540000;0,09280000
15,00010000;16,00010000;46,00010000;0,05420000;0,08000000
15,00010000;16,00010000;47,00010000;0,05310000;0,06900000
15,00010000;16,00010000;48,00010000;0,05200000;0,05970000
15,00010000;16,00010000;49,00010000;0,05100000;0,05160000
15,00010000;16,00010000;50,00010000;0,05000000;0,04470000
15,00010000;16,00010000;51,00010000;0,04910000;0,03870000
15,00010000;16,00010000;52,00010000;0,04810000;0,03360000
15,00010000;16,00010000;53,00010000;0,04730000;0,02920000
15,00010000;16,00010000;54,00010000;0,04640000;0,02550000
15,00010000;16,00010000;55,00010000;0,04560000;0,02220000
15,00010000;16,00010000;56,00010000;0,04480000;0,01940000
15,00010000;16,00010000;57,00010000;0,04400000;0,01700000
15,00010000;16,00010000;58,00010000;0,04330000;0,01490000
15,00010000;16,00010000;59,00010000;0,04260000;0,01300000
15,00010000;16,00010000;60,00010000;0,04190000;0,01150000
15,00010000;16,00010000;61,00010000;0,04120000;0,01010000
15,00010000;16,00010000;62,00010000;0,04050000;0,00890000
15,00010000;16,00010000;63,00010000;0,03990000;0,00790000
15,00010000;16,00010000;64,00010000;0,03930000;0,00690000
15,00010000;16,00010000;65,00010000;0,03870000;0,00620000
15,00010000;16,00010000;66,00010000;0,03810000;0,00550000
15,00010000;16,00010000;67,00010000;0,03760000;0,00490000
15,00010000;16,00010000;68,00010000;0,03700000;0,00430000
15,00010000;16,00010000;69,00010000;0,03650000;0,00390000
15,00010000;16,00010000;70,00010000;0,03600000;0,00340000
15,00010000;16,00010000;71,00010000;0,03550000;0,00310000
15,00010000;16,00010000;72,00010000;0,03500000;0,00280000
15,00010000;16,00010000;73,00010000;0,03450000;0,00250000
15,00010000;16,00010000;74,00010000;0,03410000;0,00220000
15,00010000;16,00010000;75,00010000;0,03360000;0,00200000
15,00010000;16,00010000;76,00010000;0,03320000;0,00180000
15,00010000;16,00010000;77,00010000;0,03280000;0,00160000
15,00010000;16,00010000;78,00010000;0,03240000;0,00150000
15,00010000;16,00010000;79,00010000;0,03190000;0,00130000
15,00010000;16,00010000;80,00010000;0,03160000;0,00120000
15,00010000;16,00010000;81,00010000;0,03120000;0,00110000
15,00010000;16,00010000;82,00010000;0,03080000;0,00100000
15,00010000;16,00010000;83,00010000;0,03040000;0,00090000
15,00010000;16,00010000;84,00010000;0,03010000;0,00080000
15,00010000;16,00010000;85,00010000;0,02970000;0,00070000
15,00010000;16,00010000;86,00010000;0,02940000;0,00070000
15,00010000;16,00010000;87,00010000;0,02900000;0,00060000
15,00010000;16,00010000;88,00010000;0,02870000;0,00060000
15,00010000;16,00010000;89,00010000;0,02840000;0,00050000
15,00010000;16,00010000;90,00010000;0,02810000;0,00050000
15,00010000;16,00010000;91,00010000;0,02780000;0,00040000
15,00010000;16,00010000;92,00010000;0,02750000;0,00040000
15,00010000;16,00010000;93,00010000;0,02720000;0,00040000
15,00010000;16,00010000;94,00010000;0,02690000;0,00030000
15,00010000;16,00010000;95,00010000;0,02660000;0,00030000
15,00010000;16,00010000;96,00010000;0,02640000;0,00030000
15,00010000;16,00010000;97,00010000;0,02610000;0,00030000
15,00010000;16,00010000;98,00010000;0,02580000;0,00020000
15,00010000;16,00010000;99,00010000;0,02560000;0,00020000
15,00010000;16,00010000;100,00010000;0,02530000;0,00020000
15,00010000;16,00010000;101,00010000;0,02510000;0,00020000
15,00010000;16,00010000;102,00010000;0,02480000;0,00020000
15,00010000;16,00010000;103,00010000;0,02460000;0,00020000
15,00010000;16,00010000;104,00010000;0,02430000;0,00020000
15,00010000;16,00010000;105,00010000;0,02410000;0,00010000
15,00010000;16,00010000;106,00010000;0,02390000;0,00010000
15,00010000;16,00010000;107,00010000;0,02370000;0,00010000
15,00010000;16,00010000;108,00010000;0,02350000;0,00010000
15,00010000;16,00010000;109,00010000;0,02320000;0,00010000
15,00010000;16,00010000;110,00010000;0,02300000;0,00010000
15,00010000;16,00010000;111,00010000;0,02280000;0,00010000
15,00010000;16,00010000;112,00010000;0,02260000;0,00010000
15,00010000;16,00010000;113,00010000;0,02240000;0,00010000
15,00010000;16,00010000;114,00010000;0,02220000;0,00010000
15,00010000;16,00010000;115,00010000;0,02200000;0,00010000
15,00010000;16,00010000;116,00010000;0,02190000;0,00010000
15,00010000;16,00010000;117,00010000;0,02170000;0,00010000
15,00010000;16,00010000;118,00010000;0,02150000;0,00010000
15,00010000;16,00010000;119,00010000;0,02130000;0,00010000
15,00010000;16,00010000;120,00010000;0,02110000;0,00010000
15,00010000;16,00010000;121,00010000;0,02100000;0,00010000
15,00010000;16,00010000;122,00010000;0,02080000;0,00000000
15,00010000;16,00010000;123,00010000;0,02060000;0,00000000
15,00010000;16,00010000;124,00010000;0,02050000;0,00000000
15,00010000;16,00010000;125,00010000;0,02030000;0,00000000
15,00010000;16,00010000;126,00010000;0,02010000;0,00000000
15,00010000;16,00010000;127,00010000;0,02000000;0,00000000
15,00010000;16,00010000;128,00010000;0,01980000;0,00000000
15,00010000;16,00010000;129,00010000;0,01970000;0,00000000
15,00010000;16,00010000;130,00010000;0,01950000;0,00000000
15,00010000;16,00010000;131,00010000;0,01940000;0,00000000
15,00010000;16,00010000;132,00010000;0,01920000;0,00000000
15,00010000;16,00010000;133,00010000;0,01910000;0,00000000
15,00010000;16,00010000;134,00010000;0,01890000;0,00000000
15,00010000;16,00010000;135,00010000;0,01880000;0,00000000
15,00010000;16,00010000;136,00010000;0,01870000;0,00000000
15,00010000;16,00010000;137,00010000;0,01850000;0,00000000
15,00010000;16,00010000;138,00010000;0,01840000;0,00000000
15,00010000;16,00010000;139,00010000;0,01830000;0,00000000
15,00010000;16,00010000;140,00010000;0,01810000;0,00000000
15,00010000;16,00010000;141,00010000;0,01800000;0,00000000
15,00010000;16,00010000;142,00010000;0,01790000;0,00000000
15,00010000;16,00010000;143,00010000;0,01780000;0,00000000
15,00010000;16,00010000;144,00010000;0,01760000;0,00000000
15,00010000;16,00010000;145,00010000;0,01750000;0,00000000
15,00010000;16,00010000;146,00010000;0,01740000;0,00000000
15,00010000;16,00010000;147,00010000;0,01730000;0,00000000
15,00010000;16,00010000;148,00010000;0,01720000;0,00000000
15,00010000;16,00010000;149,00010000;0,01700000;0,00000000
15,00010000;16,00010000;150,00010000;0,01690000;0,00000000
15,00010000;16,00010000;151,00010000;0,01680000;0,00000000
15,00010000;16,00010000;152,00010000;0,01670000;0,00000000
15,00010000;16,00010000;153,00010000;0,01660000;0,00000000
15,00010000;16,00010000;154,00010000;0,01650000;0,00000000
15,00010000;16,00010000;155,00010000;0,01640000;0,00000000
15,00010000;16,00010000;156,00010000;0,01630000;0,00000000
15,00010000;16,00010000;157,00010000;0,01620000;0,00000000
15,00010000;16,00010000;158,00010000;0,01610000;0,00000000
15,00010000;16,00010000;159,00010000;0,01600000;0,00000000
15,00010000;16,00010000;160,00010000;0,01590000;0,00000000
15,00010000;16,00010000;161,00010000;0,01580000;0,00000000
15,00010000;16,00010000;162,00010000;0,01570000;0,00000000
15,00010000;16,00010000;163,00010000;0,01560000;0,00000000
15,00010000;16,00010000;164,00010000;0,01550000;0,00000000
15,00010000;16,00010000;165,00010000;0,01540000;0,00000000
15,00010000;16,00010000;166,00010000;0,01530000;0,00000000
15,00010000;16,00010000;167,00010000;0,01520000;0,00000000
15,00010000;16,00010000;168,00010000;0,01510000;0,00000000
15,00010000;16,00010000;169,00010000;0,01500000;0,00000000
15,00010000;16,00010000;170,00010000;0,01490000;0,00000000
15,00010000;16,00010000;171,00010000;0,01490000;0,00000000
15,00010000;16,00010000;172,00010000;0,01480000;0,00000000
15,00010000;16,00010000;173,00010000;0,01470000;0,00000000
15,00010000;16,00010000;174,00010000;0,01460000;0,00000000
15,00010000;16,00010000;175,00010000;0,01450000;0,00000000
15,00010000;16,00010000;176,00010000;0,01440000;0,00000000
15,00010000;16,00010000;177,00010000;0,01440000;0,00000000
15,00010000;16,00010000;178,00010000;0,01430000;0,00000000
15,00010000;16,00010000;179,00010000;0,01420000;0,00000000
15,00010000;16,00010000;180,00010000;0,01410000;0,00000000
15,00010000;16,00010000;181,00010000;0,01400000;0,00000000
15,00010000;16,00010000;182,00010000;0,01400000;0,00000000
15,00010000;16,00010000;183,00010000;0,01390000;0,00000000
15,00010000;16,00010000;184,00010000;0,01380000;0,00000000
15,00010000;16,00010000;185,00010000;0,01370000;0,00000000
15,00010000;16,00010000;186,00010000;0,01370000;0,00000000
15,00010000;16,00010000;187,00010000;0,01360000;0,00000000
15,00010000;16,00010000;188,00010000;0,01350000;0,00000000
15,00010000;16,00010000;189,00010000;0,01340000;0,00000000
15,00010000;16,00010000;190,00010000;0,01340000;0,00000000
15,00010000;16,00010000;191,00010000;0,01330000;0,00000000
15,00010000;16,00010000;192,00010000;0,01320000;0,00000000
15,00010000;16,00010000;193,00010000;0,01320000;0,00000000
15,00010000;16,00010000;194,00010000;0,01310000;0,00000000
15,00010000;16,00010000;195,00010000;0,01300000;0,00000000
15,00010000;16,00010000;196,00010000;0,01300000;0,00000000
15,00010000;16,00010000;197,00010000;0,01290000;0,00000000
15,00010000;16,00010000;198,00010000;0,01280000;0,00000000
15,00010000;16,00010000;199,00010000;0,01280000;0,00000000
15,00010000;16,00010000;200,00010000;0,01270000;0,00000000
15,00010000;17,00010000;20,00010000;0,11250000;3,56350000
15,00010000;17,00010000;21,00010000;0,10840000;3,13140000
15,00010000;17,00010000;22,00010000;0,10460000;2,74420000
15,00010000;17,00010000;23,00010000;0,10100000;2,40170000
15,00010000;17,00010000;24,00010000;0,09760000;2,09770000
15,00010000;17,00010000;25,00010000;0,09440000;1,82870000
15,00010000;17,00010000;26,00010000;0,09130000;1,59200000
15,00010000;17,00010000;27,00010000;0,08850000;1,38330000
15,00010000;17,00010000;28,00010000;0,08580000;1,20010000
15,00010000;17,00010000;29,00010000;0,08320000;1,03940000
15,00010000;17,00010000;30,00010000;0,08080000;0,89910000
15,00010000;17,00010000;31,00010000;0,07840000;0,77620000
15,00010000;17,00010000;32,00010000;0,07620000;0,67020000
15,00010000;17,00010000;33,00010000;0,07420000;0,57740000
15,00010000;17,00010000;34,00010000;0,07220000;0,49720000
15,00010000;17,00010000;35,00010000;0,07030000;0,42790000
15,00010000;17,00010000;36,00010000;0,06850000;0,36810000
15,00010000;17,00010000;37,00010000;0,06670000;0,31650000
15,00010000;17,00010000;38,00010000;0,06510000;0,27200000
15,00010000;17,00010000;39,00010000;0,06350000;0,23380000
15,00010000;17,00010000;40,00010000;0,06200000;0,20110000
15,00010000;17,00010000;41,00010000;0,06060000;0,17290000
15,00010000;17,00010000;42,00010000;0,05920000;0,14880000
15,00010000;17,00010000;43,00010000;0,05790000;0,12800000
15,00010000;17,00010000;44,00010000;0,05660000;0,11040000
15,00010000;17,00010000;45,00010000;0,05540000;0,09510000
15,00010000;17,00010000;46,00010000;0,05430000;0,08210000
15,00010000;17,00010000;47,00010000;0,05320000;0,07100000
15,00010000;17,00010000;48,00010000;0,05210000;0,06140000
15,00010000;17,00010000;49,00010000;0,05110000;0,05320000
15,00010000;17,00010000;50,00010000;0,05010000;0,04620000
15,00010000;17,00010000;51,00010000;0,04910000;0,04010000
15,00010000;17,00010000;52,00010000;0,04820000;0,03490000
15,00010000;17,00010000;53,00010000;0,04730000;0,03040000
15,00010000;17,00010000;54,00010000;0,04650000;0,02640000
15,00010000;17,00010000;55,00010000;0,04560000;0,02310000
15,00010000;17,00010000;56,00010000;0,04480000;0,02030000
15,00010000;17,00010000;57,00010000;0,04410000;0,01780000
15,00010000;17,00010000;58,00010000;0,04330000;0,01560000
15,00010000;17,00010000;59,00010000;0,04260000;0,01370000
15,00010000;17,00010000;60,00010000;0,04190000;0,01210000
15,00010000;17,00010000;61,00010000;0,04120000;0,01070000
15,00010000;17,00010000;62,00010000;0,04060000;0,00940000
15,00010000;17,00010000;63,00010000;0,04000000;0,00830000
15,00010000;17,00010000;64,00010000;0,03930000;0,00740000
15,00010000;17,00010000;65,00010000;0,03870000;0,00660000
15,00010000;17,00010000;66,00010000;0,03820000;0,00580000
15,00010000;17,00010000;67,00010000;0,03760000;0,00520000
15,00010000;17,00010000;68,00010000;0,03710000;0,00460000
15,00010000;17,00010000;69,00010000;0,03650000;0,00420000
15,00010000;17,00010000;70,00010000;0,03600000;0,00370000
15,00010000;17,00010000;71,00010000;0,03550000;0,00330000
15,00010000;17,00010000;72,00010000;0,03500000;0,00300000
15,00010000;17,00010000;73,00010000;0,03460000;0,00270000
15,00010000;17,00010000;74,00010000;0,03410000;0,00240000
15,00010000;17,00010000;75,00010000;0,03370000;0,00220000
15,00010000;17,00010000;76,00010000;0,03320000;0,00200000
15,00010000;17,00010000;77,00010000;0,03280000;0,00180000
15,00010000;17,00010000;78,00010000;0,03240000;0,00160000
15,00010000;17,00010000;79,00010000;0,03200000;0,00150000
15,00010000;17,00010000;80,00010000;0,03160000;0,00130000
15,00010000;17,00010000;81,00010000;0,03120000;0,00120000
15,00010000;17,00010000;82,00010000;0,03080000;0,00110000
15,00010000;17,00010000;83,00010000;0,03050000;0,00100000
15,00010000;17,00010000;84,00010000;0,03010000;0,00090000
15,00010000;17,00010000;85,00010000;0,02970000;0,00080000
15,00010000;17,00010000;86,00010000;0,02940000;0,00080000
15,00010000;17,00010000;87,00010000;0,02910000;0,00070000
15,00010000;17,00010000;88,00010000;0,02870000;0,00070000
15,00010000;17,00010000;89,00010000;0,02840000;0,00060000
15,00010000;17,00010000;90,00010000;0,02810000;0,00060000
15,00010000;17,00010000;91,00010000;0,02780000;0,00050000
15,00010000;17,00010000;92,00010000;0,02750000;0,00050000
15,00010000;17,00010000;93,00010000;0,02720000;0,00040000
15,00010000;17,00010000;94,00010000;0,02690000;0,00040000
15,00010000;17,00010000;95,00010000;0,02670000;0,00040000
15,00010000;17,00010000;96,00010000;0,02640000;0,00030000
15,00010000;17,00010000;97,00010000;0,02610000;0,00030000
15,00010000;17,00010000;98,00010000;0,02580000;0,00030000
15,00010000;17,00010000;99,00010000;0,02560000;0,00030000
15,00010000;17,00010000;100,00010000;0,02530000;0,00030000
15,00010000;17,00010000;101,00010000;0,02510000;0,00020000
15,00010000;17,00010000;102,00010000;0,02480000;0,00020000
15,00010000;17,00010000;103,00010000;0,02460000;0,00020000
15,00010000;17,00010000;104,00010000;0,02440000;0,00020000
15,00010000;17,00010000;105,00010000;0,02410000;0,00020000
15,00010000;17,00010000;106,00010000;0,02390000;0,00020000
15,00010000;17,00010000;107,00010000;0,02370000;0,00020000
15,00010000;17,00010000;108,00010000;0,02350000;0,00020000
15,00010000;17,00010000;109,00010000;0,02330000;0,00010000
15,00010000;17,00010000;110,00010000;0,02310000;0,00010000
15,00010000;17,00010000;111,00010000;0,02280000;0,00010000
15,00010000;17,00010000;112,00010000;0,02260000;0,00010000
15,00010000;17,00010000;113,00010000;0,02240000;0,00010000
15,00010000;17,00010000;114,00010000;0,02230000;0,00010000
15,00010000;17,00010000;115,00010000;0,02210000;0,00010000
15,00010000;17,00010000;116,00010000;0,02190000;0,00010000
15,00010000;17,00010000;117,00010000;0,02170000;0,00010000
15,00010000;17,00010000;118,00010000;0,02150000;0,00010000
15,00010000;17,00010000;119,00010000;0,02130000;0,00010000
15,00010000;17,00010000;120,00010000;0,02110000;0,00010000
15,00010000;17,00010000;121,00010000;0,02100000;0,00010000
15,00010000;17,00010000;122,00010000;0,02080000;0,00010000
